LogName,Date,Time,ComputerName,SourceName,TaskCategory,EventType,Keywords,OpCode,EventCode,Type,RecordNumber,Message,isMalicious
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265313,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265314,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265315,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265316,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265317,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265318,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265319,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265320,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265321,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265322,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265323,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265324,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265325,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265326,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4660,0,265327,An object was deleted.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265328,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265329,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265330,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265331,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265332,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265333,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265334,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265335,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265336,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265337,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265338,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265339,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265340,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265341,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265342,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265343,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265344,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265345,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265346,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265347,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265348,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265349,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265440,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265441,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265442,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265443,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265444,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265445,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265446,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265447,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265448,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265449,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265450,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265451,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265452,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265453,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265454,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265455,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265456,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265457,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265458,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265459,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265460,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265461,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265462,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265463,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265464,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265465,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265466,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265467,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265468,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265469,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265470,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265471,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265472,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265473,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265474,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265475,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4660,0,265476,An object was deleted.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265477,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265478,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265479,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265480,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265481,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265482,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265483,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265484,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265485,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265486,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265487,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265488,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265489,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265490,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265491,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265492,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265493,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265494,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265495,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265496,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265497,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265498,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265499,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265500,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265501,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265502,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265503,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265504,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265505,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265506,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265507,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265508,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265509,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265510,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265511,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265512,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265513,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265514,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265515,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265516,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265517,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265518,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265519,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265520,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265521,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265522,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265523,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265524,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265525,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265526,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265527,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265528,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265529,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265530,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265531,An attempt was made to duplicate a handle to an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265532,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4656,0,265533,A handle to an object was requested.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265534,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265535,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4663,0,265536,An attempt was made to access an object.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,File System,0,Audit Success,Info,4658,0,265537,The handle to an object was closed.,Yes
Security,2023-08-26,18:08:52,CLIENT-PC,Microsoft Windows security auditing.,Handle Manipulation,0,Audit Success,Info,4690,0,265538,An attempt was made to duplicate a handle to an object.,Yes
